DATE,AAA,BAA,DGS30,MORTGAGE30US,aaa_baa_spread,mortgage_treasury_spread
1994-12-31,8.46,9.1,7.871428571428572,9.198,0.6399999999999988,1.3265714285714285
1995-01-31,8.46,9.08,7.846500000000001,9.1475,0.6199999999999992,1.3010000000000002
1995-02-28,8.26,8.85,7.611578947368422,8.8275,0.5899999999999999,1.215921052631579
1995-03-31,8.12,8.7,7.447826086956522,8.462,0.5800000000000001,1.0141739130434777
1995-04-30,8.03,8.6,7.360526315789474,8.32,0.5700000000000003,0.9594736842105265
1995-05-31,7.65,8.2,6.95,7.955,0.5499999999999989,1.005
1995-06-30,7.3,7.9,6.573181818181819,7.566,0.6000000000000005,0.9928181818181807
1995-07-31,7.41,8.04,6.720999999999999,7.6075,0.629999999999999,0.8865000000000007
1995-08-31,7.57,8.19,6.860434782608695,7.86,0.6199999999999992,0.9995652173913054
1995-09-30,7.32,7.93,6.5489999999999995,7.636,0.6099999999999994,1.0870000000000006
1995-10-31,7.12,7.75,6.374761904761905,7.475,0.6299999999999999,1.1002380952380948
1995-11-30,7.02,7.68,6.262857142857143,7.3774999999999995,0.6600000000000001,1.1146428571428562
1995-12-31,6.82,7.49,6.0625,7.2,0.6699999999999999,1.1375000000000002
1996-01-31,6.81,7.47,6.051904761904762,7.029999999999999,0.6600000000000001,0.9780952380952375
1996-02-29,6.99,7.63,6.242,7.075,0.6399999999999997,0.8330000000000002
1996-03-31,7.35,8.03,6.604285714285714,7.624,0.6799999999999997,1.0197142857142856
1996-04-30,7.5,8.19,6.794090909090909,7.925000000000001,0.6899999999999995,1.1309090909090918
1996-05-31,7.62,8.3,6.927727272727273,8.07,0.6800000000000006,1.1422727272727276
1996-06-30,7.71,8.4,7.059,8.32,0.6900000000000004,1.2610000000000001
1996-07-31,7.65,8.35,7.033181818181817,8.245000000000001,0.6999999999999993,1.2118181818181837
1996-08-31,7.46,8.18,6.841818181818183,8.001999999999999,0.7199999999999998,1.1601818181818162
1996-09-30,7.66,8.35,7.026000000000001,8.23,0.6899999999999995,1.2039999999999997
1996-10-31,7.39,8.07,6.808636363636364,7.915,0.6800000000000006,1.1063636363636364
1996-11-30,7.1,7.79,6.481578947368422,7.618,0.6900000000000004,1.1364210526315786
1996-12-31,7.2,7.89,6.552380952380952,7.5975,0.6899999999999995,1.045119047619048
1997-01-31,7.42,8.09,6.826666666666667,7.824,0.6699999999999999,0.9973333333333327
1997-02-28,7.31,7.94,6.687894736842105,7.65,0.6300000000000008,0.9621052631578957
1997-03-31,7.55,8.18,6.9325,7.8975,0.6299999999999999,0.9649999999999999
1997-04-30,7.73,8.34,7.092727272727273,8.1425,0.6099999999999994,1.0497727272727273
1997-05-31,7.58,8.2,6.935714285714286,7.944,0.6199999999999992,1.008285714285714
1997-06-30,7.41,8.02,6.772380952380952,7.6899999999999995,0.6099999999999994,0.9176190476190476
1997-07-31,7.14,7.75,6.51,7.4975,0.6100000000000003,0.9874999999999998
1997-08-31,7.22,7.82,6.578571428571429,7.4799999999999995,0.6000000000000005,0.9014285714285704
1997-09-30,7.15,7.7,6.495238095238095,7.43,0.5499999999999998,0.9347619047619045
1997-10-31,7.0,7.57,6.326363636363637,7.294,0.5700000000000003,0.9676363636363625
1997-11-30,6.87,7.42,6.109444444444445,7.205,0.5499999999999998,1.0955555555555554
1997-12-31,6.76,7.32,5.99,7.095000000000001,0.5600000000000005,1.1050000000000004
1998-01-31,6.61,7.19,5.811,6.994,0.5800000000000001,1.1829999999999998
1998-02-28,6.67,7.25,5.8910526315789475,7.0425,0.5800000000000001,1.1514473684210529
1998-03-31,6.72,7.32,5.948181818181819,7.1275,0.6000000000000005,1.1793181818181813
1998-04-30,6.69,7.33,5.923809523809524,7.140000000000001,0.6399999999999997,1.2161904761904765
1998-05-31,6.69,7.3,5.9265,7.144,0.6099999999999994,1.2175000000000002
1998-06-30,6.53,7.13,5.703636363636364,6.9975000000000005,0.5999999999999996,1.2938636363636364
1998-07-31,6.55,7.15,5.676818181818182,6.952,0.6000000000000005,1.2751818181818182
1998-08-31,6.52,7.14,5.54047619047619,6.9225,0.6200000000000001,1.38202380952381
1998-09-30,6.4,7.09,5.204761904761905,6.7225,0.6899999999999995,1.5177380952380952
1998-10-31,6.37,7.18,5.01047619047619,6.709999999999999,0.8099999999999996,1.699523809523809
1998-11-30,6.41,7.34,5.248421052631579,6.865,0.9299999999999997,1.6165789473684216
1998-12-31,6.22,7.23,5.059090909090909,6.7379999999999995,1.0100000000000007,1.678909090909091
1999-01-31,6.24,7.29,5.157894736842105,6.785,1.0499999999999998,1.6271052631578948
1999-02-28,6.4,7.39,5.365263157894737,6.8075,0.9899999999999993,1.4422368421052632
1999-03-31,6.62,7.53,5.5804347826086955,7.04,0.9100000000000001,1.4595652173913045
1999-04-30,6.64,7.48,5.547727272727273,6.9159999999999995,0.8400000000000007,1.3682727272727266
1999-05-31,6.93,7.72,5.8055,7.145,0.79,1.3394999999999992
1999-06-30,7.23,8.02,6.041818181818183,7.55,0.7899999999999991,1.508181818181817
1999-07-31,7.19,7.95,5.983333333333333,7.632,0.7599999999999998,1.6486666666666663
1999-08-31,7.4,8.15,6.068636363636363,7.9425,0.75,1.8738636363636365
1999-09-30,7.39,8.2,6.071428571428571,7.8225,0.8099999999999996,1.7510714285714286
1999-10-31,7.55,8.38,6.2635,7.851999999999999,0.830000000000001,1.5884999999999998
1999-11-30,7.36,8.15,6.1450000000000005,7.7375,0.79,1.5924999999999994
1999-12-31,7.55,8.19,6.351363636363636,7.912000000000001,0.6399999999999997,1.5606363636363652
2000-01-31,7.78,8.33,6.6255,8.21,0.5499999999999998,1.5845000000000011
2000-02-29,7.68,8.29,6.232,8.325,0.6099999999999994,2.092999999999999
2000-03-31,7.68,8.37,6.053478260869565,8.24,0.6899999999999995,2.186521739130435
2000-04-30,7.64,8.4,5.846315789473684,8.1525,0.7600000000000007,2.3061842105263155
2000-05-31,7.99,8.9,6.148636363636364,8.515,0.9100000000000001,2.3663636363636362
2000-06-30,7.67,8.48,5.926363636363636,8.288,0.8100000000000005,2.3616363636363644
2000-07-31,7.65,8.35,5.851,8.1475,0.6999999999999993,2.296500000000001
2000-08-31,7.55,8.26,5.716086956521739,8.0275,0.71,2.311413043478261
2000-09-30,7.62,8.35,5.8265,7.912000000000001,0.7299999999999995,2.0855000000000006
2000-10-31,7.55,8.34,5.803333333333334,7.795,0.79,1.9916666666666663
2000-11-30,7.45,8.28,5.775714285714285,7.745,0.8299999999999992,1.9692857142857152
2000-12-31,7.21,8.02,5.4905,7.382,0.8099999999999996,1.8914999999999997
2001-01-31,7.15,7.93,5.540952380952381,7.0325,0.7799999999999994,1.4915476190476191
2001-02-28,7.1,7.87,5.454736842105263,7.05,0.7700000000000005,1.5952631578947365
2001-03-31,6.98,7.84,5.339545454545455,6.952,0.8599999999999994,1.6124545454545451
2001-04-30,7.2,8.07,5.646,7.0775,0.8700000000000001,1.4314999999999998
2001-05-31,7.29,8.07,5.78,7.145,0.7800000000000002,1.3649999999999993
2001-06-30,7.18,7.97,5.66952380952381,7.159999999999999,0.79,1.4904761904761896
2001-07-31,7.13,7.97,5.613333333333333,7.1275,0.8399999999999999,1.514166666666667
2001-08-31,7.02,7.85,5.483478260869566,6.95,0.8300000000000001,1.4665217391304344
2001-09-30,7.17,8.03,5.482941176470588,6.8175,0.8599999999999994,1.3345588235294121
2001-10-31,7.03,7.91,5.315454545454545,6.6175,0.8799999999999999,1.3020454545454543
2001-11-30,6.97,7.81,5.118,6.6579999999999995,0.8399999999999999,1.5399999999999991
2001-12-31,6.77,8.05,5.4799999999999995,7.0649999999999995,1.2800000000000011,1.585
2002-01-31,6.55,7.87,5.4452380952380945,6.9975,1.3200000000000003,1.552261904761905
2002-02-28,6.51,7.89,5.451578947368421,6.8925,1.38,1.4409210526315794
2002-03-31,6.81,8.11,5.8085,7.014,1.2999999999999998,1.2054999999999998
2002-04-30,6.76,8.03,5.791818181818182,6.985,1.2699999999999996,1.1931818181818183
2002-05-31,6.75,8.09,5.757272727272727,6.806,1.3399999999999999,1.0487272727272732
2002-06-30,6.63,7.95,5.677,6.65,1.3200000000000003,0.9730000000000008
2002-07-31,6.53,7.9,5.585,6.485,1.37,0.9000000000000004
2002-08-31,6.37,7.58,5.27590909090909,6.29,1.21,1.0140909090909096
2002-09-30,6.15,7.4,4.963,6.0925,1.25,1.1295000000000002
2002-10-31,6.32,7.73,5.181818181818182,6.1125,1.4100000000000001,0.9306818181818182
2002-11-30,6.31,7.62,5.1821052631578945,6.068,1.3100000000000005,0.8858947368421051
